PL;Player Name;Team;Team Position;7M Goal;7M Shot;7MACC;6M Goal;6M Shot;6MACC;9M Goal;9M Shot;9MACC;Wing Goal;Wing Shot;WINGACC;Pivot Goal;Pivot Shot;PIVOTACC;Fastbreak Goal;Fastbreak Shot;FASTBREAKACC;Total Goal;Total Shot
6511;Gertges, Jonas;HSV;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6512;Mundus, Marvin;NLB;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6513;Nissen, Marek;NLB;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6514;Tokuda, Rennosuke;NLB;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6515;Finn-Jannes, Gernus;NLB;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6516;Ossenkopp, Lukas;HSV;LB;0;0;0,00;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;2
6517;Petreikis, Benas;NLB;CB;0;0;0,00;0;1;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;3
6518;Andersen, Frederik Bo;HSV;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;2;0,00;0;0;0,00;0;1;0,00;0;3
6519;Lipovina, Vladan;HBW;RB;5;5;1,00;3;3;1,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;8;10
6520;Cehte, Nejc;HAN;RB;0;0;0,00;4;4;1,00;2;4;0,50;0;0;0,00;0;0;0,00;0;0;0,00;6;8
6521;Brozovic, Ilija;HAN;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;7;0,57;1;1;1,00;5;8
6522;Wiederstein, Fabian;HBW;P;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;3;3;1,00;0;0;0,00;4;4
6523;Schoch, Jona;HBW;LB;0;0;0,00;3;4;0,75;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;4;6
6524;Edvardsson, Jonathan;HAN;CB;0;0;0,00;3;3;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3
6525;Hansen, Johan a Plogv;HAN;RW;1;1;1,00;1;1;1,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;3;3
6526;Zintel, Bjorn;HBW;CB;0;0;0,00;3;4;0,75;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;4
6527;Kuzmanovski, Filip;HAN;LB;0;0;0,00;2;3;0,67;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;3;4
6528;Bohm, Fabian;HAN;LB;0;0;0,00;3;5;0,60;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;5
6529;Thomann, Gregor;HBW;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;4;0,50;1;1;1,00;0;0;0,00;3;5
6530;Martinovic, Ivan;HAN;RB;0;0;0,00;3;4;0,75;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;5
6531;Mavers, Veit;HAN;CB;1;3;0,33;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;5
6532;Nothdurft, Tim;HBW;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;1;1,00;2;3
6533;Buchner, Vincent;HAN;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;3;0,00;0;0;0,00;2;4;0,50;2;7
6534;Scott Junior, James;HBW;LB;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
6535;Strosack, Moritz;HBW;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;1;2
6536;Heinzelmann, Tobias;HBW;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;2
6537;Roscheck, Bastian;HAN;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6538;Feise, Hannes;HAN;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6539;Krone, Jannes;HAN;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6540;Beciri, Kristian;HBW;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6541;Volz, Patrick;HBW;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6542;Todorovic, Uros;HBW;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6543;Huber, Elias;HBW;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6544;Ayar, Koray;HAN;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6545;Pevnov, Evgeni;HAN;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;1
6546;Ingason, Daniel Thor;HBW;LB;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
6547;Zechel, Tim;HCE;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;12;12;1,00;0;0;0,00;12;12
6548;Rubin, Lenny;WET;LB;0;0;0,00;3;4;0,75;1;2;0,50;0;0;0,00;0;0;0,00;2;2;1,00;6;8
6549;Sellin, Johannes;HCE;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0,33;0;0;0,00;5;6;0,83;6;9
6550;Steinert, Christoph;HCE;RB;4;4;1,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;5;5
6551;Cavor, Stefan;WET;RB;0;0;0,00;2;3;0,67;3;6;0,50;0;1;0,00;0;0;0,00;0;0;0,00;5;10
6552;Jeppsson, Simon;HCE;LB;0;0;0,00;1;1;1,00;3;3;1,00;0;0;0,00;0;0;0,00;0;0;0,00;4;4
6553;Forsell Schefvert, Olle;WET;LB;0;0;0,00;3;4;0,75;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;4;6
6554;Weissgerber, Lars;WET;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;1;1;1,00;3;3
6555;Holst, Maximilian;WET;LW;2;3;0,67;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;3
6556;Bissel, Christopher;HCE;LW;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;0;0;0,00;2;3
6557;Mellegard, Emil;WET;LW;0;0;0,00;0;0;0,00;1;1;1,00;1;2;0,50;0;0;0,00;0;1;0,00;2;4
6558;Danner, Felix;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
6559;Nyfjall, Adam;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;2
6560;Klimpke, Ole;WET;CB;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;1;2
6561;Metzner, Antonio;HCE;RB;0;0;0,00;1;3;0,33;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;4
6562;Fredriksen, Magnus;WET;CB;0;0;0,00;1;1;1,00;0;3;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;4
6563;Fath, Steffen;HCE;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6564;Link, Nikolai;HCE;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6565;Mirkulovski, Filip;WET;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6566;Jaeger, Max;HCE;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6567;Kellner, Benedikt;HCE;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6568;Leban, Patrik;HCE;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6569;Srsen, Ivan;WET;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6570;Overby, Petter;HCE;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6571;Novak, Domen;WET;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6572;Seitz, Stephan;HCE;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6573;Okpara, Maduwuike;WET;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6574;Budel, Nico;HCE;CB;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;2
6575;Kohlbacher, Jannik;RNL;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;7;8;0,88;0;0;0,00;7;8
6576;Elisson, Bjarki Mar;TBV;LW;2;3;0,67;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;3;3;1,00;7;9
6577;Schmid, Andre;RNL;CB;0;0;0,00;2;3;0,67;2;5;0,40;1;1;1,00;0;0;0,00;0;0;0,00;5;9
6578;Suton, Tim;TBV;CB;0;0;0,00;1;2;0,50;3;5;0,60;0;0;0,00;0;0;0,00;0;0;0,00;4;7
6579;Vest Kirkelokke, Niclas;RNL;RB;0;0;0,00;1;1;1,00;2;7;0,29;0;0;0,00;0;0;0,00;0;0;0,00;3;8
6580;Carlsbogard, Jonathan;TBV;LB;0;0;0,00;0;0;0,00;4;10;0,40;0;0;0,00;0;0;0,00;0;0;0,00;4;10
6581;Zerbe, Lukas;TBV;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;1;1;1,00;3;3
6582;Simak, Frederik;TBV;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;2;2
6583;Helander, Benjamin;RNL;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1;1,00;2;2
6584;Schagen, Bobby;TBV;RW;0;0;0,00;1;1;1,00;0;1;0,00;1;1;1,00;0;0;0,00;0;0;0,00;2;3
6585;Groetzki, Patrick;RNL;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;0;1;0,00;2;3
6586;Guardiola Villaplana, Gedeon;TBV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1;1,00;2;2
6587;Horzen, Kristjan;RNL;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;2
6588;Lagergren, Albin;RNL;RB;0;0;0,00;1;3;0,33;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;3
6589;Knorr, Juri;RNL;CB;0;0;0,00;0;1;0,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;1;3
6590;Patrail, Mait;RNL;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6591;Abutovic, Ilija;RNL;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6592;Gislason, Ymir Orn;RNL;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6593;Geis, Linus;TBV;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6594;Reitemann, Michel;TBV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6595;Blaauw, Niko;TBV;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6596;Michalski, Niklas;RNL;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6597;Hansen, Hark;TBV;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6598;Schwarzer, Kian;TBV;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6599;Zacharias, Lion;RNL;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;1
6600;Hutecek, Lukas;TBV;LB;0;0;0,00;0;2;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;3
6601;Mortensen, Casper Ulrich;HSV;LW;4;4;1,00;0;1;0,00;0;0;0,00;3;5;0,60;0;0;0,00;2;2;1,00;9;12
6602;Bauer, Philipp;HSV;CB;0;0;0,00;4;4;1,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;5;5
6603;Smarason, Janus Dadi;FAG;CB;0;0;0,00;2;3;0,67;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;4;5
6604;Schiller, Marcel;FAG;LW;3;5;0,60;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;4;7
6605;Lindenchrone Andersen, Jon;FAG;RB;0;0;0,00;4;6;0,67;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;4;7
6606;Axmann, Dominik;HSV;LB;0;0;0,00;4;7;0,57;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;9
6607;Theilinger, Nicolai;HSV;RB;0;0;0,00;1;3;0,33;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;3;5
6608;Bergemann, Thies;HSV;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1;1,00;2;2
6609;Kneule, Tim;FAG;CB;0;0;0,00;1;1;1,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;2;3
6610;Goller, Axel;FAG;RW;2;2;1,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;2;3
6611;Ellebaek, Tobias;FAG;LB;0;0;0,00;1;3;0,33;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;2;5
6612;Spath, Manuel;HSV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;1;1
6613;Hermann, Till;FAG;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1
6614;Bagersted, Jacob;FAG;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1
6615;Heymann, Sebastian;FAG;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;1;1
6616;Zelenovic, Nemanja;FAG;RB;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2
6617;Weller, Niklas;HSV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;2
6618;Kleineidam, Jan;HSV;CB;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2
6619;Andersen, Frederik Bo;HSV;RW;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;1;2
6620;Gulliksen, Kevin Maageroe;FAG;RW;0;0;0,00;1;1;1,00;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;1;3
6621;Schimmelbauer, Tobias;HSV;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6622;Ossenkopp, Lukas;HSV;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6623;Gertges, Jonas;HSV;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6624;Sarac, Josip;FAG;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6625;Feit, Thore;HSV;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6626;Forstbauer, Jan;HSV;RB;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
6627;Kozina, Kresimir;FAG;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;1
6628;Darmoul, Mohamed Amine;GWD;CB;0;1;0,00;6;9;0,67;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;7;11
6629;Schmidt, David;BHC;RB;0;0;0,00;4;7;0,57;2;4;0,50;0;0;0,00;0;0;0,00;0;0;0,00;6;11
6630;Gunnarsson, Arnor Thor;BHC;RW;0;0;0,00;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;2;2;1,00;4;5
6631;Urban, Tomas;GWD;RW;2;3;0,67;0;0;0,00;0;0;0,00;2;3;0,67;0;0;0,00;1;1;1,00;5;7
6632;Korte, Mats;GWD;LW;0;0;0,00;1;1;1,00;0;0;0,00;2;2;1,00;0;0;0,00;1;1;1,00;4;4
6633;Zeitz, Christian;GWD;RB;0;0;0,00;4;6;0,67;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;4;8
6634;Arnesson, Linus;BHC;LB;2;2;1,00;1;1;1,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;5
6635;Gutbrod, Fabian;BHC;LB;0;0;0,00;0;0;0,00;3;7;0,43;0;0;0,00;0;0;0,00;0;0;0,00;3;7
6636;Stutzke, Lukas;BHC;LB;0;0;0,00;2;4;0,50;1;3;0,33;0;0;0,00;0;0;0,00;0;0;0,00;3;7
6637;Babak, Tomas;BHC;CB;0;0;0,00;2;2;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2
6638;Richtzenhain, Justus Nicolas;GWD;P;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;1
6639;Darj, Max;BHC;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;2
6640;Grebenc, Jan;GWD;LB;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;1;2
6641;Nikolaisen Svegard, Tom Kare;BHC;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;1;2;0,50;0;0;0,00;1;2
6642;Boomhouwer, Jeffrey;BHC;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;3;0,33;0;0;0,00;0;0;0,00;1;3
6643;Pieczkowski, Niclas;GWD;CB;0;0;0,00;0;1;0,00;1;4;0,25;0;0;0,00;0;0;0,00;0;0;0,00;1;5
6644;Damm, Sebastian;BHC;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6645;Staar, Max;GWD;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6646;Fraatz, Yannick;BHC;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6647;Pusica, Miljan;GWD;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6648;Thiele, Joshua;GWD;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6649;Weck, Alexander;BHC;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6650;Bergner, Tom;BHC;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6651;Schluroff, Miro;GWD;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6652;Kranzmann, Florian;GWD;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6653;Jukic, Nikola;GWD;RB;0;0;0,00;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;1
6654;Schonningsen, Simen Nicolay;BHC;RB;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;2
6655;Meister, Lucas;GWD;P;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;0;1;0,00;0;0;0,00;0;3
6656;Lindberg, Hans;BER;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6657;Wiede, Fabian;BER;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6658;Drux, Paul;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6659;Gebala, Maciej;LEI;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6660;Ernst, Simon;LEI;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6661;Remke, Gregor;LEI;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6662;Krzikalla, Lucas;LEI;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6663;Binder, Lukas;LEI;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6664;Milosevic, Alen;LEI;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6665;Vujovic, Milos;BER;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6666;Kopljar, Marko;BER;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6667;Morros de Argila, Viran;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6668;Mamic, Marko;LEI;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6669;Ivic, Sime;LEI;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6670;Witzke, Luca;LEI;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6671;Matthes, Tim;BER;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6672;Marsenic, Mijajlo;BER;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6673;Jotic, Lovro;LEI;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6674;Larsen, Patrick Wiesmach;LEI;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6675;Chrintz, Valter;BER;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6676;Andersson, Lasse Bredekjaer;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6677;Holm, Jacob Tandrup;BER;CB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6678;Sunnefeldt, Oskar;LEI;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6679;Esche, Marc;LEI;LW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6680;Langhoff, Matthes;BER;LB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6681;Beneke, Max Christoph;BER;RB;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6682;Hanemann, Hendrik;LEI;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6683;Jacobs, Jann Keno;BER;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0
6684;Magnusson, Omar Ingi;SCM;RB;3;3;1,00;1;1;1,00;1;2;0,50;0;0;0,00;0;0;0,00;1;1;1,00;6;7
6685;O'Sullivan, Christian;SCM;CB;0;0;0,00;4;6;0,67;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;5;7
6686;Hafner, Kai;MTM;RB;0;0;0,00;1;1;1,00;4;8;0,50;0;0;0,00;0;0;0,00;0;0;0,00;5;9
6687;Gomes, Andre;MTM;LB;0;0;0,00;1;1;1,00;4;8;0,50;0;0;0,00;0;0;0,00;0;1;0,00;5;10
6688;Musche, Matthias;SCM;LW;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;1;0,00;2;2;1,00;4;5
6689;Damgaard Nielsen, Michael;SCM;LB;0;0;0,00;3;3;1,00;1;2;0,50;0;0;0,00;0;0;0,00;0;0;0,00;4;5
6690;Kirsten Evert Smits, Kay;SCM;RB;0;0;0,00;2;2;1,00;2;4;0,50;0;0;0,00;0;0;0,00;0;0;0,00;4;6
6691;Arnarsson, Arnar Freyr;MTM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;3;3;1,00;0;0;0,00;3;3
6692;Reichmann, Tobias;MTM;RW;3;3;1,00;0;0;0,00;0;0;0,00;0;2;0,00;0;0;0,00;0;0;0,00;3;5
6693;Kuhn, Julius;MTM;LB;0;0;0,00;2;2;1,00;1;7;0,14;0;0;0,00;0;0;0,00;0;0;0,00;3;9
6694;Hornke, Tim;SCM;RW;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;2;2
6695;Gullerud, Magnus;SCM;P;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;2;2
6696;Drosten, Florian;MTM;LW;0;0;0,00;0;0;0,00;0;0;0,00;2;2;1,00;0;0;0,00;0;0;0,00;2;2
6697;Weber, Philipp;SCM;CB;0;0;0,00;0;1;0,00;2;4;0,50;0;0;0,00;0;0;0,00;0;0;0,00;2;5
6698;Kunkel, Yves;MTM;LW;0;0;0,00;2;4;0,50;0;2;0,00;0;0;0,00;0;0;0,00;0;0;0,00;2;6
6699;Allendorf, Michael;MTM;LW;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1
6700;Petersson, Alexander;MTM;RB;0;0;0,00;0;0;0,00;0;0;0,00;1;1;1,00;0;0;0,00;0;0;0,00;1;1
