MatchId;Player Name;Team;Position;7M Save;7M Save Accuracy;6M Save;6M Save Accuracy;9M Save;9M Save Accuracy;Wing Save;Wing Save Accuracy;Pivot Save;Pivot Save Accuracy;Fastbreak Save;Fastbreak Save Accuracy
208;Simic Nebojsa;MTM;GK;10;1;0;0;20;0,4;0;0;0;0;0;0
209;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;20;28,57;60;46,15;30;0,5;20;33,33;0;0
209;Rezar Aljosa;NLB;GK;10;0,5;0;0;30;0,6;0;0;0;0;0;0
209;Asheim Havard;NLB;GK;0;0;10;0,5;20;0,25;0;0;0;0;0;0
209;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
210;Vortmann Jens;HSV;GK;0;0;40;33,33;30;0,75;20;28,57;10;0,25;10;0,2
210;Semisch Malte;GWD;GK;0;0;10;0,2;50;71,43;0;0;10;0,2;10;16,67
210;Bitter Johannes;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
210;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
211;Green Krejberg Jannick;SCM;GK;30;0,6;10;14,29;40;36,36;30;42,86;20;0,5;0;0
211;Lesjak Urban;HAN;GK;10;0,25;20;33,33;20;0,25;30;0,5;0;0;0;0
211;Ebner Domenico;HAN;GK;0;0;0;0;0;0;20;0,5;0;0;0;0
211;Jensen Mike;SCM;GK;0;0;0;0;0;0;0;0;0;0;0;0
212;Ferlin Klemen;HCE;GK;10;0,25;40;0,4;30;3,75;10;16,67;0;0;0;0
212;Pesic Ivan;TVB;GK;0;0;10;1,25;20;1;0;0;10;0,2;10;0,5
212;Ziemer Martin;HCE;GK;20;66,67;0;0;10;0,25;0;0;0;0;0;0
212;Thulin Tobias;TVB;GK;0;0;0;0;10;33,33;0;0;10;33,33;0;0
213;Milosavljev Dejan;BER;GK;0;0;70;58,33;30;0,3;20;33,33;0;0;0;0
213;Rudeck Christopher;BHC;GK;0;0;0;0;30;0,5;20;1;30;3,75;0;0
213;Mrkva Tomas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
213;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
214;M?ller Kevin;SGF;GK;10;33,33;80;61,54;100;58,82;40;0,4;20;33,33;0;0
214;Birlehm Joel;RNL;GK;0;0;30;3,75;20;66,67;20;28,57;10;14,29;0;0
214;Appelgren Mikael;RNL;GK;0;0;20;1;0;0;0;0;0;0;0;0
214;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
214;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
215;Semisch Malte;GWD;GK;10;1;40;23,53;90;1;40;0,5;20;66,67;20;0,5
215;Johannesson Peter;TBV;GK;0;0;0;0;50;0,5;20;0,4;0;0;20;33,33
215;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
215;Zecher Finn;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
216;Ruminsky Mario;HBW;GK;0;0;20;0,2;30;0,5;40;66,67;10;0,25;0;0
216;Kastelic Urh;FAG;GK;0;0;20;18,18;30;0,6;0;0;0;0;0;0
216;Rebmann Daniel;FAG;GK;0;0;10;33,33;0;0;0;0;0;0;0;0
216;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
217;Simic Nebojsa;MTM;GK;10;0,5;10;0,2;80;44,44;10;0,25;10;0,2;0;0
217;Rezar Aljosa;NLB;GK;20;0,5;10;0,5;30;23,08;10;33,33;0;0;0;0
217;Asheim Havard;NLB;GK;0;0;0;0;10;33,33;0;0;0;0;0;0
217;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
218;Bitter Johannes;HSV;GK;0;0;30;23,08;30;1;30;0,5;0;0;0;0
218;Saeveraas Kristian Skinstad;LEI;GK;0;0;30;27,27;20;0,5;10;0,5;10;0,2;0;0
218;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;10;1;10;0,25;0;0;0;0;0;0
218;Vortmann Jens;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
219;Landin Jacobsen Niklas;THW;GK;0;0;10;0,2;150;68,18;20;66,67;10;0,25;20;66,67
219;Klimpke Till;WET;GK;0;0;10;33,33;50;41,67;20;28,57;0;0;20;33,33
219;Quenstedt Dario;THW;GK;0;0;0;0;10;0,5;0;0;0;0;0;0
219;Komok Gennadiy;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
220;Bitter Johannes;HSV;GK;10;0,25;30;0,2;60;0,75;20;33,33;10;33,33;10;0,25
220;Katsigiannis Nikolas;RNL;GK;0;0;20;15,38;30;1;0;0;0;0;0;0
220;Birlehm Joel;RNL;GK;0;0;10;0,2;10;1;0;0;0;0;0;0
220;Vortmann Jens;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
220;Appelgren Mikael;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
221;Rebmann Daniel;FAG;GK;30;0,6;70;0,5;60;46,15;10;0,5;10;14,29;0;0
221;Simic Nebojsa;MTM;GK;0;0;40;33,33;40;0,4;30;0,75;20;0,4;10;33,33
221;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
221;Kastelic Urh;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
222;Saeveraas Kristian Skinstad;LEI;GK;20;0,5;20;22,22;40;0,4;20;33,33;20;0,5;10;0,25
222;Johannesson Peter;TBV;GK;0;0;20;0,5;10;0,2;10;1;0;0;10;0,5
222;Zecher Finn;TBV;GK;0;0;20;28,57;10;0,25;0;0;20;0,4;0;0
222;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
223;Ferlin Klemen;HCE;GK;0;0;40;0,4;80;53,33;20;28,57;0;0;0;0
223;Rudeck Christopher;BHC;GK;0;0;20;0,25;10;16,67;0;0;0;0;20;0,4
223;Mrkva Tomas;BHC;GK;0;0;20;0,5;0;0;0;0;10;0,25;0;0
223;Ziemer Martin;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
224;Pesic Ivan;TVB;GK;20;1;0;0;80;53,33;0;0;10;0,5;10;0,25
224;Ruminsky Mario;HBW;GK;0;0;0;0;60;54,55;20;28,57;10;0,25;10;0,5
224;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
224;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
225;Klimpke Till;WET;GK;0;0;60;0,4;10;0,5;0;0;20;33,33;0;0
225;Jensen Mike;SCM;GK;0;0;10;33,33;10;33,33;0;0;30;42,86;0;0
225;Komok Gennadiy;WET;GK;20;0,4;0;0;0;0;0;0;10;1;0;0
225;Green Krejberg Jannick;SCM;GK;0;0;10;16,67;10;33,33;0;0;0;0;0;0
226;M?ller Kevin;SGF;GK;0;0;60;85,71;90;52,94;10;0,25;0;0;10;1
226;Asheim Havard;NLB;GK;0;0;10;0,2;10;0,25;40;57,14;0;0;0;0
226;Rezar Aljosa;NLB;GK;0;0;0;0;10;1;10;33,33;0;0;10;33,33
226;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
227;Ebner Domenico;HAN;GK;0;0;40;0,25;10;1;0;0;0;0;10;33,33
227;Milosavljev Dejan;BER;GK;0;0;20;0,5;20;28,57;0;0;10;1,25;0;0
227;Lesjak Urban;HAN;GK;0;0;0;0;10;1;0;0;0;0;0;0
227;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
228;Semisch Malte;GWD;GK;0;0;20;18,18;50;55,56;20;0,4;0;0;0;0
228;Landin Jacobsen Niklas;THW;GK;10;0,5;0;0;20;66,67;20;0,5;10;33,33;0;0
228;Lichtlein Carsten;GWD;GK;10;33,33;0;0;0;0;0;0;0;0;0;0
228;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
228;Semisch Malte;GWD;GK;10;16,67;0;0;30;0,6;60;54,55;20;33,33;10;14,29
229;Rebmann Daniel;FAG;GK;0;0;40;28,57;10;33,33;30;42,86;10;0,5;20;66,67
229;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
229;Kastelic Urh;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
230;Rudeck Christopher;BHC;GK;0;0;30;27,27;70;53,85;0;0;10;14,29;0;0
230;Sejr Jensen Simon;HBW;GK;0;0;10;33,33;20;0,4;10;0,2;30;0,5;0;0
230;Ruminsky Mario;HBW;GK;0;0;10;14,29;10;33,33;0;0;0;0;0;0
230;Mrkva Tomas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
231;Sonne-Hansen Kim;HCE;GK;0;0;60;54,55;30;42,86;20;33,33;10;0,5;10;1
231;Johannesson Peter;TBV;GK;0;0;0;0;30;0,6;20;0,5;0;0;0;0
231;Zecher Finn;TBV;GK;10;33,33;20;0,4;0;0;10;0,5;10;33,33;0;0
231;Ferlin Klemen;HCE;GK;0;0;0;0;0;0;0;0;10;0,5;10;0,25
232;Buric Benjamin;SGF;GK;0;0;10;0,5;80;0,4;0;0;0;0;0;0
232;Bitter Johannes;HSV;GK;0;0;10;1;10;11,11;20;66,67;0;0;0;0
232;Vortmann Jens;HSV;GK;0;0;0;0;10;14,29;0;0;0;0;10;33,33
232;M?ller Kevin;SGF;GK;0;0;0;0;20;66,67;0;0;0;0;0;0
233;Milosavljev Dejan;BER;GK;20;0,4;50;45,45;30;3,75;40;36,36;20;28,57;0;0
233;Green Krejberg Jannick;SCM;GK;0;0;0;0;70;77,78;30;33,33;10;16,67;10;0,5
233;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
233;Jensen Mike;SCM;GK;0;0;0;0;0;0;0;0;0;0;0;0
234;Heinevetter Silvio;MTM;GK;20;33,33;10;14,29;60;0,5;0;0;0;0;0;0
234;Landin Jacobsen Niklas;THW;GK;0;0;10;16,67;30;21,43;30;0,6;10;0,5;0;0
234;Quenstedt Dario;THW;GK;0;0;0;0;10;1;0;0;0;0;0;0
234;Simic Nebojsa;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
235;Lesjak Urban;HAN;GK;0;0;50;55,56;10;14,29;30;0,5;10;16,67;20;66,67
235;Klimpke Till;WET;GK;0;0;30;0,25;0;0;40;0,5;20;0,5;10;0,2
235;Ebner Domenico;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
235;Komok Gennadiy;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
236;Pesic Ivan;TVB;GK;0;0;0;0;110;68,75;10;0,25;20;0,25;0;0
236;El-Tayar Mohamed Essam Moustafa;LEI;GK;10;0,25;0;0;40;44,44;10;0,25;20;0,4;0;0
236;Saeveraas Kristian Skinstad;LEI;GK;0;0;10;0,5;0;0;0;0;0;0;0;0
236;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
236;Vujovic Miljan;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
237;Appelgren Mikael;RNL;GK;0;0;10;0,2;50;83,33;10;33,33;10;16,67;0;0
237;Rezar Aljosa;NLB;GK;10;33,33;0;0;20;0,25;40;0,5;0;0;0;0
237;Birlehm Joel;RNL;GK;0;0;10;0,25;20;1;10;1;0;0;0;0
237;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
237;Asheim Havard;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
238;M?ller Kevin;SGF;GK;0;0;30;0,3;90;0,6;20;1;0;0;30;0,6
238;Rebmann Daniel;FAG;GK;0;0;10;16,67;40;44,44;0;0;20;28,57;20;0,4
238;Klein Sebastian;FAG;GK;0;0;0;0;10;1;0;0;0;0;0;0
238;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
238;Backhaus Theodor Felix;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
239;Lesjak Urban;HAN;GK;0;0;50;41,67;40;44,44;20;0,4;0;0;0;0
239;Simic Nebojsa;MTM;GK;20;0,5;10;14,29;20;0,5;10;0,5;0;0;0;0
239;Heinevetter Silvio;MTM;GK;0;0;20;0,4;10;0,25;0;0;0;0;0;0
239;Ebner Domenico;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
240;Landin Jacobsen Niklas;THW;GK;0;0;10;33,33;30;0,6;20;33,33;0;0;0;0
240;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;10;0,2;0;0;0;0;20;66,67;0;0
240;Saeveraas Kristian Skinstad;LEI;GK;0;0;10;0,5;10;1,25;0;0;0;0;0;0
240;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
241;Milosavljev Dejan;BER;GK;0;0;80;42,11;10;16,67;40;36,36;10;0,5;10;0,2
241;Klimpke Till;WET;GK;0;0;50;0,5;30;0,5;10;1,25;0;0;0;0
241;Komok Gennadiy;WET;GK;0;0;0;0;0;0;20;66,67;0;0;0;0
241;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
242;Green Krejberg Jannick;SCM;GK;20;0,5;10;0,2;10;16,67;10;14,29;0;0;20;33,33
242;Ziemer Martin;HCE;GK;0;0;20;22,22;10;16,67;20;0,25;10;1,25;0;0
242;Sonne-Hansen Kim;HCE;GK;0;0;10;0,25;0;0;0;0;0;0;0;0
242;Jensen Mike;SCM;GK;0;0;0;0;10;0,5;0;0;0;0;0;0
243;Pesic Ivan;TVB;GK;0;0;40;0,2;10;0,5;30;0,5;20;66,67;20;0,4
243;Semisch Malte;GWD;GK;0;0;10;9,09;20;66,67;30;33,33;20;0,25;10;0,5
243;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
243;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
244;Birlehm Joel;RNL;GK;10;0,5;60;31,58;40;57,14;30;1;30;42,86;0;0
244;Rudeck Christopher;BHC;GK;10;0,5;40;26,67;10;1;10;0,25;20;22,22;10;33,33
244;Mrkva Tomas;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
244;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
244;Appelgren Mikael;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
245;Johannesson Peter;TBV;GK;10;33,33;10;0,25;50;35,71;10;0,25;0;0;0;0
245;Ruminsky Mario;HBW;GK;0;0;0;0;10;0,2;30;33,33;10;16,67;0;0
245;Sejr Jensen Simon;HBW;GK;0;0;30;0,6;0;0;0;0;0;0;0;0
245;Zecher Finn;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
246;Bitter Johannes;HSV;GK;0;0;30;0,3;80;66,67;10;0,2;0;0;10;33,33
246;Rezar Aljosa;NLB;GK;0;0;0;0;40;66,67;30;33,33;0;0;10;0,25
246;Vortmann Jens;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
246;Asheim Havard;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
247;Ruminsky Mario;HBW;GK;20;0,5;30;14,29;10;33,33;20;66,67;30;42,86;0;0
247;Lesjak Urban;HAN;GK;0;0;10;16,67;10;0,5;20;0,5;0;0;0;0
247;Ebner Domenico;HAN;GK;0;0;10;14,29;0;0;10;33,33;0;0;0;0
247;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
248;Ferlin Klemen;HCE;GK;10;33,33;10;11,11;50;41,67;20;0,5;10;33,33;0;0
248;Klimpke Till;WET;GK;0;0;10;33,33;0;0;20;0,4;0;0;10;0,25
248;Sonne-Hansen Kim;HCE;GK;0;0;0;0;10;1;0;0;0;0;0;0
248;Komok Gennadiy;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
249;Zecher Finn;TBV;GK;0;0;20;33,33;50;0,5;10;0,2;10;11,11;10;0,5
249;Birlehm Joel;RNL;GK;10;33,33;20;0,5;30;0,5;10;33,33;0;0;0;0
249;Appelgren Mikael;RNL;GK;0;0;0;0;30;42,86;0;0;0;0;0;0
249;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
249;Johannesson Peter;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
250;Bitter Johannes;HSV;GK;10;0,2;40;28,57;10;0,2;40;66,67;10;1;10;33,33
250;Rebmann Daniel;FAG;GK;0;0;30;0,3;0;0;20;0,4;10;0,25;0;0
250;Kastelic Urh;FAG;GK;0;0;10;0,25;10;33,33;0;0;0;0;0;0
250;Vortmann Jens;HSV;GK;10;0,5;0;0;0;0;0;0;0;0;0;0
251;Semisch Malte;GWD;GK;0;0;50;35,71;80;57,14;30;0,5;10;33,33;0;0
251;Mrkva Tomas;BHC;GK;0;0;50;29,41;50;6,25;0;0;10;1;0;0
251;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;0;0;0;0;0;0
251;Rudeck Christopher;BHC;GK;0;0;0;0;0;0;0;0;0;0;0;0
252;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
252;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
252;Milosavljev Dejan;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
252;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
253;Green Krejberg Jannick;SCM;GK;0;0;10;14,29;70;43,75;20;33,33;0;0;0;0
253;Simic Nebojsa;MTM;GK;0;0;30;27,27;20;0,25;10;33,33;0;0;10;14,29
253;Heinevetter Silvio;MTM;GK;0;0;0;0;10;33,33;0;0;10;1;0;0
253;Jensen Mike;SCM;GK;0;0;0;0;0;0;0;0;0;0;0;0
254;Quenstedt Dario;THW;GK;0;0;20;33,33;10;1,25;0;0;40;57,14;0;0
254;Rezar Aljosa;NLB;GK;40;66,67;0;0;0;0;10;1;0;0;0;0
254;Asheim Havard;NLB;GK;0;0;20;33,33;10;33,33;0;0;10;16,67;0;0
254;Landin Jacobsen Niklas;THW;GK;0;0;10;0,5;0;0;10;1;0;0;0;0
255;M?ller Kevin;SGF;GK;0;0;40;0,5;70;0,7;10;16,67;10;0,2;10;0,25
255;Vujovic Miljan;TVB;GK;10;0,25;10;33,33;0;0;30;0,25;0;0;0;0
255;Pesic Ivan;TVB;GK;0;0;10;0,5;0;0;20;0,5;0;0;10;33,33
255;Thulin Tobias;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
255;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
256;Appelgren Mikael;RNL;GK;0;0;40;0,4;60;54,55;50;55,56;10;16,67;0;0
256;Thulin Tobias;TVB;GK;0;0;10;14,29;50;55,56;50;6,25;50;6,25;0;0
256;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
256;Vujovic Miljan;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
256;Pesic Ivan;TVB;GK;0;0;0;0;0;0;0;0;0;0;0;0
257;Johannesson Peter;TBV;GK;20;0,5;40;36,36;40;0,4;0;0;30;0,6;0;0
257;Simic Nebojsa;MTM;GK;10;33,33;10;14,29;40;44,44;0;0;30;42,86;10;0,25
257;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
257;Zecher Finn;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
258;Semisch Malte;GWD;GK;0;0;40;33,33;40;66,67;30;0,5;0;0;0;0
258;Ebner Domenico;HAN;GK;10;0,25;30;0,3;30;3,75;10;16,67;10;0,5;10;0,2
258;Lichtlein Carsten;GWD;GK;0;0;0;0;0;0;10;0,5;0;0;0;0
258;Lesjak Urban;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
259;Klimpke Till;WET;GK;10;33,33;10;0,2;20;0,4;40;44,44;10;1,25;0;0
259;Sejr Jensen Simon;HBW;GK;10;0,5;30;0,3;30;3,75;0;0;0;0;0;0
259;Ruminsky Mario;HBW;GK;0;0;0;0;20;0,5;0;0;0;0;0;0
259;Komok Gennadiy;WET;GK;10;0,5;0;0;0;0;0;0;0;0;0;0
260;M?ller Kevin;SGF;GK;0;0;0;0;60;0,4;10;0,5;40;66,67;0;0
260;Landin Jacobsen Niklas;THW;GK;10;0,5;20;0,2;30;3,75;20;28,57;10;0,2;0;0
260;Buric Benjamin;SGF;GK;10;33,33;0;0;0;0;0;0;0;0;0;0
260;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
261;Mrkva Tomas;BHC;GK;0;0;0;0;40;66,67;30;0,6;20;33,33;0;0
261;El-Tayar Mohamed Essam Moustafa;LEI;GK;0;0;20;0,4;60;0,4;0;0;10;33,33;0;0
261;Rudeck Christopher;BHC;GK;0;0;0;0;20;0,4;0;0;0;0;0;0
261;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0;0;0;0;0;10;0,5
262;Milosavljev Dejan;BER;GK;20;66,67;30;0,6;50;35,71;10;33,33;10;1,25;0;0
262;Ferlin Klemen;HCE;GK;0;0;20;0,2;30;0,5;30;0,5;0;0;0;0
262;Ziemer Martin;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
262;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
263;Rebmann Daniel;FAG;GK;10;0,2;10;0,1;60;0,6;10;1;20;0,4;0;0
263;Asheim Havard;NLB;GK;10;33,33;10;16,67;20;0,4;60;46,15;0;0;0;0
263;Rezar Aljosa;NLB;GK;0;0;0;0;0;0;0;0;0;0;0;0
263;Klein Sebastian;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
264;Green Krejberg Jannick;SCM;GK;0;0;80;47,06;0;0;40;66,67;0;0;0;0
264;Vortmann Jens;HSV;GK;0;0;20;18,18;0;0;30;0,5;10;0,2;10;33,33
264;Jensen Mike;SCM;GK;20;1;0;0;0;0;0;0;0;0;0;0
264;Bitter Johannes;HSV;GK;0;0;0;0;0;0;0;0;0;0;0;0
264;Jensen Mike;SCM;GK;0;0;20;28,57;60;66,67;20;0,2;0;0;10;1
265;Ruminsky Mario;HBW;GK;0;0;30;23,08;10;1;10;0,25;10;33,33;0;0
265;Sejr Jensen Simon;HBW;GK;20;0,5;0;0;0;0;0;0;0;0;0;0
265;Green Krejberg Jannick;SCM;GK;0;0;0;0;0;0;0;0;10;0,5;0;0
266;Rebmann Daniel;FAG;GK;0;0;70;0,5;30;0,75;20;0,2;20;33,33;0;0
266;Birlehm Joel;RNL;GK;0;0;50;31,25;30;0,75;10;0,25;20;33,33;0;0
266;Appelgren Mikael;RNL;GK;0;0;10;0,2;0;0;0;0;0;0;0;0
266;Buchele Julian;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
267;Thulin Tobias;TVB;GK;0;0;10;0,2;30;0,6;10;1;0;0;0;0
267;Rezar Aljosa;NLB;GK;10;0,5;10;16,67;20;0,4;0;0;0;0;0;0
267;Vujovic Miljan;TVB;GK;0;0;20;33,33;10;33,33;0;0;0;0;0;0
267;Asheim Havard;NLB;GK;0;0;0;0;10;0,5;10;16,67;0;0;0;0
267;Pesic Ivan;TVB;GK;10;1;0;0;0;0;0;0;0;0;0;0
268;Simic Nebojsa;MTM;GK;10;0,25;20;18,18;30;3,75;30;42,86;0;0;10;1
268;Rudeck Christopher;BHC;GK;0;0;0;0;40;0,5;10;1;0;0;0;0
268;Mrkva Tomas;BHC;GK;0;0;20;0,2;10;0,5;0;0;10;0,5;0;0
268;Heinevetter Silvio;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
269;Komok Gennadiy;WET;GK;0;0;30;33,33;30;0,6;30;33,33;20;28,57;10;16,67
269;El-Tayar Mohamed Essam Moustafa;LEI;GK;10;0,5;30;27,27;20;33,33;10;0,25;40;0,5;0;0
269;Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0;0;0;0;0;0;0
269;Suljakovic Anadin;WET;GK;0;0;0;0;0;0;0;0;0;0;0;0
270;Vortmann Jens;HSV;GK;0;0;20;66,67;0;0;20;33,33;20;0,5;10;1
270;Landin Jacobsen Niklas;THW;GK;10;33,33;0;0;30;0,75;10;14,29;10;1;0;0
270;Bitter Johannes;HSV;GK;10;33,33;0;0;20;28,57;0;0;10;33,33;0;0
270;Quenstedt Dario;THW;GK;10;0,25;0;0;20;0,5;0;0;0;0;0;0
271;Ferlin Klemen;HCE;GK;10;33,33;40;28,57;10;16,67;20;28,57;0;0;0;0
271;Ebner Domenico;HAN;GK;0;0;50;35,71;0;0;10;0,2;0;0;10;33,33
271;Sonne-Hansen Kim;HCE;GK;0;0;0;0;0;0;0;0;0;0;0;0
271;Wernlein Felix;HAN;GK;0;0;0;0;0;0;0;0;0;0;0;0
272;Milosavljev Dejan;BER;GK;0;0;30;33,33;60;42,86;30;0,5;10;0,2;10;0,25
272;Semisch Malte;GWD;GK;0;0;10;14,29;30;27,27;20;0,5;0;0;10;16,67
272;Lichtlein Carsten;GWD;GK;0;0;0;0;10;1;0;0;0;0;10;33,33
272;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
273;M?ller Kevin;SGF;GK;0;0;40;36,36;50;0,5;0;0;0;0;20;0,5
273;Johannesson Peter;TBV;GK;0;0;20;28,57;60;66,67;0;0;20;28,57;0;0
273;Buric Benjamin;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
273;Zecher Finn;TBV;GK;0;0;0;0;0;0;0;0;0;0;0;0
273;Backhaus Theodor Felix;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
273;M?ller Kevin;SGF;GK;0;0;50;6,25;60;46,15;0;0;20;0,25;0;0
274;Mrkva Tomas;BHC;GK;0;0;10;0,2;20;28,57;30;0,5;20;28,57;0;0
274;Rudeck Christopher;BHC;GK;10;1;0;0;0;0;0;0;0;0;0;0
274;Backhaus Theodor Felix;SGF;GK;0;0;0;0;0;0;0;0;0;0;0;0
275;Landin Jacobsen Niklas;THW;GK;10;0,5;40;44,44;60;0,6;20;22,22;30;33,33;10;33,33
275;Appelgren Mikael;RNL;GK;0;0;30;42,86;40;0,5;10;33,33;10;1,25;0;0
275;Birlehm Joel;RNL;GK;0;0;0;0;0;0;10;33,33;0;0;0;0
275;Quenstedt Dario;THW;GK;0;0;0;0;0;0;0;0;0;0;0;0
275;Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0;0;0;0;0;0;0
276;Heinevetter Silvio;MTM;GK;0;0;40;30,77;60;66,67;10;0,5;0;0;0;0
276;Suljakovic Anadin;WET;GK;0;0;20;33,33;20;0,5;0;0;0;0;10;0,5
276;Komok Gennadiy;WET;GK;0;0;10;16,67;10;16,67;0;0;0;0;0;0
276;Simic Nebojsa;MTM;GK;0;0;0;0;0;0;0;0;0;0;0;0
277;Rebmann Daniel;FAG;GK;0;0;90;3,75;50;6,25;10;0,25;10;33,33;0;0
277;Johannesson Peter;TBV;GK;0;0;30;23,08;10;1;0;0;10;0,2;0;0
277;Zecher Finn;TBV;GK;0;0;10;0,2;10;1;0;0;0;0;0;0
277;Kastelic Urh;FAG;GK;0;0;0;0;0;0;0;0;0;0;0;0
278;Milosavljev Dejan;BER;GK;0;0;30;42,86;20;0,2;30;0,6;0;0;10;0,5
278;Ruminsky Mario;HBW;GK;0;0;10;0,2;20;0,25;20;33,33;20;0,4;10;1
278;Genz Fredrik;BER;GK;0;0;0;0;0;0;0;0;0;0;0;0
278;Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0;0;0;0;0;0;0
